"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RANBP10",0.207188,0.15779,0.782963861563934,0.445813211684754,0.626075801300862,-6.75071528201819
"FANCD2",-0.2114,-0.19284,-0.782961332862817,0.445814652009808,0.626075801300862,-6.75071729589174
"SYTL5",0.21716,-0.408128,0.782233492569414,0.446229344649661,0.62651797919939,-6.75129670347533
"BCL2",0.210072,0.307856,0.781505284454534,0.446644489073706,0.626960593474967,-6.75187590708635
"NEXN",-0.177,-0.117442,-0.781048922692738,0.44690477997587,0.626995030265702,-6.75223863567495
"SYT2",0.2246,0.13976,0.780949063868045,0.44696174822752,0.626995030265702,-6.75231798011929
"SRPRB",0.18779,0.127025,0.780936821720376,0.446968732538042,0.626995030265702,-6.7523277066725
"CACNA1D",0.142794,-0.089845,0.780644263241008,0.447135661459866,0.627089030463044,-6.75256010657493
"EIF3H",-0.192406,-0.117063,-0.780176654560617,0.447402552217042,0.627323149623359,-6.75293139461084
"CHIC1",-0.245038,0.150549,-0.77971562570194,0.447665785222293,0.627354620155775,-6.75329725745551
"STRBP",0.15319928,0.13964764,0.779680136009273,0.447686052744435,0.627354620155775,-6.75332541307003
"NDUFV2",0.208,0.28184,0.779612150772979,0.447724879489757,0.627354620155775,-6.75337934560357
"ZNF564",-0.189802,0.184419,-0.779420058588524,0.447834595802144,0.627368286440683,-6.75353170847076
"ARHGEF4",0.173796,-0.124878,0.779001544564742,0.448073694633401,0.627563157223661,-6.7538635438175
"LARGE",0.1919934,-0.0812767,0.777978790738988,0.448658334510618,0.628241791028255,-6.75467378314354
"TPD52",0.191804,0.345178,0.777784852666372,0.448769249741578,0.628256928703578,-6.75482731279955
"BCAS3",-0.178404,0.007898,-0.777119601391356,0.449149844308459,0.628479393696447,-6.75535368592137
"LILRB2",-0.1902,-0.04296,-0.777015913028547,0.449209183272052,0.628479393696447,-6.75543569084245
"PIM1",0.29742,0.08881,0.776954667238574,0.449244235426362,0.628479393696447,-6.75548412409479
"TSC2",-0.177198,0.077689,-0.776807063650904,0.449328718852128,0.628479393696447,-6.75560083474162
"IL23A",0.2016,-0.17414,0.776326861881069,0.449603639230447,0.628723805661828,-6.75598039038435
"SCNM1",0.235078,-0.311081,0.774494084208416,0.45065388903951,0.630052084564929,-6.75742704366408
"ACP6",-0.141608,0.106504,-0.773544983416217,0.451198360520616,0.630672808602981,-6.75817495069935
"DACT3",-0.182006,-0.163903,-0.771485753911139,0.452381090674907,0.632185198190986,-6.75979474682567
"CCL4L1",-0.23075,0.068455,-0.77118600331638,0.45255341502104,0.632219399593531,-6.76003019920543
"ARL15",0.1696,0.29544,0.77109274526124,0.452607036707096,0.632219399593531,-6.76010343564454
"CERS5",0.1854006,0.0624575,0.770629347323529,0.452873540762539,0.632450899382664,-6.76046722518026
"HHEX",0.204,-0.27616,0.768751466766325,0.453954525288175,0.633618279291278,-6.76193938355857
"CYB5R1",0.2166,0.07718,0.768690746415566,0.453989505148875,0.633618279291278,-6.76198692970975
"PRR13",0.191002,0.395881,0.768651121875354,0.454012333010337,0.633618279291278,-6.76201795523522
"BCL11B",0.220206,-0.074037,0.768408705505763,0.454152005617871,0.633672295966598,-6.76220773208889
"EIF1AY",0.1672026,0.0972027,0.767607357874518,0.454613906667821,0.634170002304127,-6.76283467746362
"MEOX1",-0.1748,-0.1309,-0.767439314594851,0.454710804711372,0.634170002304127,-6.76296607177902
"EPHA7",0.2315,0.33793,0.767224781663188,0.45483452851398,0.634201622073704,-6.7631337780757
"RBKS",0.22239,0.320405,0.765760070318621,0.455679804147271,0.635157383987248,-6.76427762536095
"NRCAM",-0.195606,0.158197,-0.765686326679795,0.455722386885688,0.635157383987248,-6.76433516107943
"TSEN54",0.1758,0.16524,0.765093062372402,0.456065052923985,0.635493843728004,-6.76479784702723
"TMEM38B",-0.2283994,0.5002863,-0.764023247218686,0.456683375610303,0.636214176543898,-6.76563135622228
"FOPNL",0.1667902,0.1009051,0.762250985820073,0.457708834344789,0.637497815987014,-6.76700977858309
"FAM216B",-0.166602,0.176223,-0.762079828632781,0.457807944017443,0.637497815987014,-6.76714274375327
"NCAM2",0.25819,-0.131585,0.761549142125785,0.458115325849787,0.637784335632934,-6.7675548372688
"OAS2",-0.195806,-0.373797,-0.760967080666654,0.458452611570819,0.638112350902297,-6.76800651953552
"DSC3",-0.181608,-0.193504,-0.760571735361836,0.458681788857261,0.638289779793385,-6.7683131270135
"SNRNP25",-0.194594,0.238403,-0.759514935246957,0.459294751620876,0.639001077626383,-6.76913199760642
"MYBL2",0.225802,-0.301275,0.759201474262652,0.459476661763216,0.639004309720198,-6.76937468289173
"EIF3D",0.18601,0.040479,0.759160042644297,0.459500709013266,0.639004309720198,-6.76940675281403
"RALGAPA2",0.200792,0.12229,0.758292705395371,0.460004296991997,0.639477313232663,-6.77007773861672
"CYP4B1",-0.205994,-0.588377,-0.758223272443284,0.460044625437456,0.639477313232663,-6.77013142234956
"TTI1",0.203,0.02712,0.757888794759732,0.460238929242697,0.639546326556436,-6.77038996793288
"CSTF2",0.168206,0.065051,0.757786987078787,0.460298081111444,0.639546326556436,-6.77046864257968
"PARP10",0.225992,0.223336,0.756506360449871,0.461042545705436,0.640438914751508,-6.77145744573652
"KANSL1L",0.1781,0.47411,0.755870072420241,0.46141271370857,0.640542099204087,-6.77194816334682
"PLEK",-0.19808,-0.198226,-0.755824546200376,0.461439206134152,0.640542099204087,-6.77198325938616
"C10orf112",-0.1483932,0.1812234,-0.755638902676227,0.461547244726632,0.640542099204087,-6.77212635120481
"TCL1B",0.156208,0.055044,0.755544808299788,0.461602010591017,0.640542099204087,-6.77219886559707
"GOLPH3",-0.1672,0.24896,-0.755501639600792,0.461627137460179,0.640542099204087,-6.77223213101336
"ACIN1",0.194408,0.016496,0.754492023299382,0.462215037081918,0.641216085925313,-6.77300963023564
"PTCD3",-0.16599,-0.113363,-0.753131360232075,0.463008079536156,0.642077347728527,-6.774055944393
"KIFC1",-0.244998,-0.120121,-0.753001598904931,0.46308375267268,0.642077347728527,-6.7741556360345
"KIF1B",-0.157194,-0.202503,-0.752900372205019,0.463142790498254,0.642077347728527,-6.77423339434509
"OR2A9P",-0.1964116,0.1434142,-0.752458956901941,0.463400288480599,0.642152095672435,-6.77457235872252
"SLC2A14",0.32516,-0.03474,0.752387332836913,0.463442078404649,0.642152095672435,-6.77462734172315
"EIF5A2",0.151598,0.147509,0.752247707307428,0.463523551257237,0.642152095672435,-6.77473451284911
"AQPEP",-0.30694,-0.07051,-0.75210645484407,0.463605982391938,0.642152095672435,-6.77484291398664
"RPS28",0.1944,-0.013382,0.751722572910396,0.463830051026115,0.642175247132273,-6.77513742052068
"PDZD2",0.25514,0.52829,0.75159652169494,0.463903640551008,0.642175247132273,-6.77523409409284
"LIPC",0.224032,0.070184,0.751551949375841,0.463929663877904,0.642175247132273,-6.77526827473865
"ZDHHC20",-0.187496,-0.192076,-0.74927168536572,0.465262179818044,0.643877715664397,-6.77701440606873
"DEAF1",-0.175386,0.135249,-0.748919052285269,0.465468456937574,0.643993609097624,-6.77728399850556
"RPL10L",0.238152,0.076224,0.748777717959238,0.465551147940714,0.643993609097624,-6.77739201733718
"MRPS28",0.189266,0.2911726,0.748320418055352,0.465818763762322,0.644221807265829,-6.77774139238776
"SLA",0.170606,-0.171763,0.747152883377065,0.466502442194064,0.645025187752797,-6.77863248547422
"HIPK2",0.194566,0.416297,0.746649607983204,0.466797336652968,0.645290767584587,-6.77901620027893
"MTFP1",-0.174806,0.193275,-0.746161163653015,0.4670836498355,0.645544370483946,-6.77938837793716
"ANKRD1",-0.24594,-0.12109,-0.745906373036058,0.467233043975136,0.645608671067361,-6.77958242985948
"SPRY2",-0.209206,0.188683,-0.745031491868569,0.467746244795371,0.646175529900011,-6.7802482827624
"TROAP",0.28206,-0.21891,0.744848610147658,0.467853565775234,0.646181553434281,-6.780387378378
"BUB1B",-0.223758,-0.125535,-0.744311823180127,0.468168656779279,0.646474475235809,-6.78079546308548
"Mar-03",0.1582004,0.0290522,0.742354423917263,0.469318736423268,0.647920015352492,-6.78228123399526
"PDE2A",-0.18699,-0.122685,-0.74174257881646,0.469678582095131,0.648081855392826,-6.78274491182854
"LYNX1",-0.2078,-0.002798,-0.741691681161675,0.469708524206331,0.648081855392826,-6.7827834678708
"CTBS",-0.186994,0.2224504,-0.741610693607322,0.469756170024144,0.648081855392826,-6.78284481257755
"LOC100507312",-0.2068,0.1112,-0.741395695464695,0.469882669943683,0.648081855392826,-6.78300763455051
"NNT",0.18952,0.60914,0.741277397912315,0.469952282328354,0.648081855392826,-6.78309720471854
"PAXBP1",0.1423902,0.1323891,0.740956613278414,0.470141080170179,0.648199784522857,-6.78334002317567
"DHX40",-0.1914,0.2606,-0.740547580901592,0.470381883216039,0.648389347477238,-6.78364949928148
"PIR",0.14861,-0.054075,0.739901717374129,0.470762264893785,0.648503521496628,-6.78413783983465
"ZSWIM1",-0.239928,0.728264,-0.739802592979435,0.470820660823225,0.648503521496628,-6.78421275322784
"KCNJ3",-0.208372,0.100722,-0.739737775475089,0.470858848341444,0.648503521496628,-6.78426173409993
"UBE2G2",0.180808,0.128816,0.739705210301386,0.470878034968154,0.648503521496628,-6.78428634123451
"NCAPG2",-0.1440006,-0.0563817,-0.739464075298824,0.47102012078264,0.648556884166707,-6.78446851810414
"NUP210",0.321832,0.361044,0.738911399656461,0.47134587642642,0.648863066561134,-6.78488585488274
"TOP2A",-0.2173868,0.0019934,-0.738282231208276,0.47171688480064,0.649154469210295,-6.78536059996998
"TMEM167B",-0.203898,0.155031,-0.73820163193677,0.47176442544107,0.649154469210295,-6.78542138976318
"CRAMP1L",-0.2202,0.08908,-0.736849950607365,0.472562134310993,0.649951785894992,-6.78643993904957
"KLRC1",-0.203604,-0.283262,-0.736714829765762,0.472641922284239,0.649951785894992,-6.78654166292751
"HOXA11",-0.163602,-0.091593,-0.736693447355015,0.472654549207257,0.649951785894992,-6.78655775879347
"PEX6",0.294996,0.418558,0.734539230837464,0.473927724486076,0.651559780695424,-6.78817714435328
"KIAA0226L",0.218202,0.129999,0.733191681240324,0.474725202714365,0.652513222127761,-6.78918789278486
"SOX7",-0.20312,-0.25186,-0.732138612832553,0.475348972395806,0.653227534652086,-6.78997655942719
"ING1",-0.203008,0.536876,-0.730472469264834,0.476336900166772,0.654441853206362,-6.79122221674358
"SDCCAG3",0.222916,-0.115318,0.729977585734033,0.476630576521495,0.654679246430619,-6.79159169716408
"IPCEF1",-0.248204,0.101338,-0.729829767488826,0.476718316792213,0.654679246430619,-6.79170201316304
"ZNF516",0.35452,0.02266,0.728494588545825,0.477511278806221,0.655624761712501,-6.79269750780171
"GPC5",0.25306,0.23273,0.727120011956678,0.478328469540894,0.656603122230676,-6.79372060331009
"OGDH",0.152198,-0.052179,0.726705769310236,0.478574903411455,0.656645287747239,-6.79402857061281
"COL9A1",-0.2043646,0.1049303,-0.726582345295879,0.478648343414558,0.656645287747239,-6.79412029816759
"SLC6A20",0.156002,-0.018179,0.726368148489766,0.478775811332678,0.656645287747239,-6.79427945274499
"CD47",-0.1778,-0.017648,-0.726364977302855,0.478777698650632,0.656645287747239,-6.79428180870247
"SYF2",-0.164788,0.051494,-0.724901851685632,0.479648949106701,0.657696483415699,-6.79536778057948
"ZNF662",-0.24,-0.0871,-0.724614265998613,0.479820310420302,0.657787738793757,-6.79558099458989
"STAC3",-0.291552,-0.116176,-0.724396415545065,0.479950143674818,0.657822035750854,-6.79574245489962
"MTHFSD",-0.258192,0.120856,-0.723439972846776,0.480520408706384,0.658411602490615,-6.79645078889894
"UNKL",-0.1686034,0.0042517,-0.723323111813265,0.480590113290234,0.658411602490615,-6.79653727546291
"PLCL1",0.1984,0.25074,0.722988005680674,0.480790029105247,0.658541733449265,-6.79678520872706
"NEURL",0.142406,-0.108563,0.721770274333294,0.481516917024419,0.659393447795168,-6.79768526351094
"RLIM",-0.163792,0.219596,-0.721133228278254,0.481897444935236,0.659519535348541,-6.79815555602775
"GSTK1",-0.275204,-0.102522,-0.721023706144687,0.48196288415627,0.659519535348541,-6.7982363705711
"AMH",0.202008,-0.037496,0.720951878497696,0.482005803901557,0.659519535348541,-6.79828936477
"CCDC109B",-0.153808,-0.273176,-0.720912499452797,0.482029335347954,0.659519535348541,-6.79831841640854
"ARHGAP24",-0.24692,0.38402,-0.720240169317869,0.48243120096526,0.659925505069305,-6.7988141953103
"NOB1",-0.153408,-0.127902,-0.71993972451264,0.482610847913555,0.660027387558395,-6.79903560500766
"PLN",0.1716032,-0.1588844,0.719477706379626,0.48288718364824,0.660261430190927,-6.79937591634732
"SLC25A25",0.1876126,0.1619937,0.719119390350994,0.48310155977005,0.660267672367983,-6.79963970291072
"HOXA1",-0.133404,-0.290858,-0.719026307573055,0.483157259385233,0.660267672367983,-6.79970820891139
"PUM2",0.1974,0.18676,0.718942579679791,0.483207364433739,0.660267672367983,-6.79976982294252
"ITPR2",-0.227998,0.380227,-0.717456173766212,0.484097387697399,0.661221645997671,-6.80086253102858
"LRRC39",-0.18265,-0.125299,-0.717424722343269,0.484116230618116,0.661221645997671,-6.80088562925048
"DDX28",0.15079928,0.03313236,0.716666673947001,0.48457051902622,0.661698123892202,-6.80144206124899
"ABCB8",0.277634,0.022197,0.71602638512539,0.484954434020925,0.661944517378728,-6.8019116261468
"USHBP1",0.152394,0.272683,0.71593532978822,0.485009045239023,0.661944517378728,-6.8019783710502
"IL2RB",-0.168414,-0.290113,-0.71583808382215,0.485067373394641,0.661944517378728,-6.80204964502506
"NAV2",0.2386,0.14524,0.714041745839728,0.486145570316499,0.663271652023119,-6.80336459975848
"KLRB1",0.20412,-0.325894,0.713032765971937,0.486751805811851,0.663866430883003,-6.8041018395944
"KPNA1",0.1908,-0.05961,0.712964113686085,0.486793071211533,0.663866430883003,-6.80415196695901
"HNF1B",0.191946,0.493395,0.712373551477833,0.487148131395233,0.663926383707364,-6.80458298747234
"CEP57",-0.1541922,-0.0421739,-0.712291455945635,0.487197501405467,0.663926383707364,-6.80464287829875
"HCG18",-0.175998,0.090265,-0.71218832690779,0.487259524612427,0.663926383707364,-6.80471810447674
"G3BP2",-0.1796,0.255474,-0.712187228282624,0.487260185365857,0.663926383707364,-6.80471890580025
"HDHD1",-0.188208,0.076624,-0.711959132127214,0.487397382302423,0.663969171115695,-6.8048852512854
"DUXAP10",0.20404,0.00762,0.711436477897734,0.487711838859701,0.664080394745245,-6.80526622373489
"C20orf26",-0.194856,0.222068,-0.711345811323986,0.487766400971185,0.664080394745245,-6.80533228569063
"PAK1IP1",-0.172006,0.213443,-0.711295854673386,0.487796465866089,0.664080394745245,-6.80536868200658
"BCL7A",-0.1323978,0.1827591,-0.709289733941079,0.489004699374941,0.665580892057499,-6.80682828315939
"ZNF652",-0.208796,0.100744,-0.708870328187523,0.489257520849026,0.665780615968882,-6.80713294487073
"PFAS",-0.156804,-0.00888,-0.70723764581374,0.490242454839548,0.666761316497975,-6.80831734177034
"ASXL1",0.213006,0.076717,0.707167228709818,0.490284961179727,0.666761316497975,-6.80836836701155
"SPRR4",-0.1456,-0.024078,-0.707097707286049,0.490326928997968,0.666761316497975,-6.80841873856936
"WFDC1",0.189186,-0.539867,0.7068462755659,0.490478727912215,0.666761316497975,-6.80860087407462
"DNAJC3",0.151194,0.012065,0.706795476516494,0.490509400616818,0.666761316497975,-6.80863766522042
"CS",0.1847928,0.3735636,0.70585093048334,0.491079928992871,0.667308350736945,-6.80932130098153
"COX6A1",0.20015,0.322465,0.705777191442704,0.491124485668252,0.667308350736945,-6.8093746352356
"MINK1",-0.1682,-0.25168,-0.705312649798044,0.491405239115959,0.66754529885103,-6.8097105108408
"RAB31",0.147004,-0.21168,0.705011964283636,0.491587014031899,0.667617468824346,-6.80992780394635
"CENPN",0.192302,0.125085,0.704718356307343,0.491764548721415,0.667617468824346,-6.81013989876192
"RFC4",-0.141402,0.070681,-0.70469694818941,0.491777494960955,0.667617468824346,-6.81015536020022
"FAM63B",-0.191994,0.147757,-0.703951761908711,0.492228260884851,0.667946946997816,-6.81069327710102
"PER1",-0.24952,-0.10842,-0.703943844798811,0.492233051285038,0.667946946997816,-6.81069898925246
"PTGR1",-0.26644,0.06356,-0.703226182979038,0.492667400908233,0.668294966161068,-6.81121652862254
"SOGA3",0.1844,-0.28758,0.703168227688103,0.492702487002432,0.668294966161068,-6.81125830132543
"AP4S1",-0.154194,0.124511,-0.702741443992422,0.492960907030808,0.668501005299341,-6.81156581695816
"IGFBPL1",0.187588,-0.07954,0.702200023443279,0.493288855526392,0.668801222139476,-6.8119556818276
"DPYSL4",-0.1670066,-0.1102433,-0.701890428793486,0.49347644063914,0.668911045669815,-6.8121784876406
"HPCAL1",0.213992,0.228414,0.700570035236414,0.49427694697284,0.669791693374588,-6.81312770186233
"CDC42EP3",0.190604,-0.155382,0.700466799647631,0.494339567194246,0.669791693374588,-6.81320184609013
"SPOCK2",0.248076,-0.050082,0.700235511448262,0.494479878021437,0.669837192847515,-6.81336792109726
"ZNF860",-0.153582,0.286043,-0.699798998733653,0.494744752111039,0.670051373381286,-6.81368121632573
"CD46",-0.1702,0.29232,-0.699272996653594,0.495064039017014,0.670339138914947,-6.81405849708399
"MRPS18B",0.186792,0.192424,0.698827723465595,0.495334417755556,0.670560570714812,-6.81437766651307
"CCDC41",0.1592036,-0.0930218,0.698035721081688,0.495815552147266,0.67106715662632,-6.81494489900231
"TRPC2",-0.22876,-0.06392,-0.696985717875022,0.496453843472284,0.671786184051758,-6.81569598283835
"IFI27",-0.155394,-0.299637,-0.696633701225449,0.496667940584036,0.671931018561201,-6.81594754879761
"AIM2",0.247736,0.002126,0.696218036873268,0.496920818185149,0.672128244596981,-6.81624444677054
"LDHB",0.246,0.45906,0.695985286354711,0.497062449579857,0.672174947977415,-6.81641062174417
"INHBB",-0.1536,-0.132106,-0.695333374859856,0.49745927148272,0.672542874325162,-6.81687578446788
"LOC100506050",-0.213312,0.174398,-0.695024238621319,0.497647509298754,0.672542874325162,-6.8170962216985
"PRPS2",0.194634,0.330097,0.695010282562731,0.497656008343858,0.672542874325162,-6.81710617124335
"SPECC1",-0.1957934,0.0501373,-0.694709748232512,0.497839050228312,0.672645399188996,-6.81732038256171
"NBEA",-0.16320746,-0.21978173,-0.694513608233609,0.497958531541172,0.672662019791734,-6.81746013808678
"TMEM205",0.153212,0.16618,0.694326403599541,0.498072585445094,0.672671303260902,-6.81759349239976
"MSN",-0.1372,0.077066,-0.694140162283271,0.498186067653222,0.672679810798542,-6.81772612705854
"TNPO1",0.23004,0.133508,0.692995014415656,0.498884172450702,0.673399864328621,-6.81854092884436
"MORN2",0.23146,0.26631,0.692913423264884,0.498933933895489,0.673399864328621,-6.81859893488418
"PMEL",0.199748,-0.230432,0.692273175740115,0.499324513947087,0.67362579757342,-6.81905388723538
"CNTN1",0.2066004,-0.0776958,0.692159037929767,0.499394161990875,0.67362579757342,-6.81913495079991
"COG8",0.179204,-0.026162,0.692111236306842,0.499423332713372,0.67362579757342,-6.81916889699955
"MYO1G",0.247988,-0.107174,0.691855533491562,0.499579391129969,0.673691503809988,-6.81935044636037
"UCK1",-0.2374606,-0.2457243,-0.691541463959878,0.499771110489291,0.673805260887387,-6.81957335007682
"LOC100288846",0.29756,0.08628,0.691352313428294,0.49988659555924,0.673816209993511,-6.81970754957198
"C1orf27",-0.138792,0.133438,-0.690402995633936,0.500466433342935,0.674452938728851,-6.82038055637372
"ADAMTS9",0.259,-0.17512,0.689837935253573,0.500811755528763,0.674759892240774,-6.82078073690857
"PPARG",-0.160592,-0.313204,-0.689678473520862,0.500909231668223,0.674759892240774,-6.82089361344068
"GPLD1",0.1726888,-0.1419616,0.689492806226038,0.501022740769839,0.674767965895173,-6.82102500898557
"MMP19",-0.24163,-0.164645,-0.688881933905595,0.501396308193985,0.675019710134551,-6.82145708511396
"HPRT1",-0.168,0.19802,-0.688443207687587,0.501664703230717,0.675019710134551,-6.82176717884878
"MACC1",-0.178398,0.251181,-0.68828855220867,0.50175933521131,0.675019710134551,-6.8218764458694
"C9orf3",-0.129598,0.227085,-0.688235030631396,0.501792086899817,0.675019710134551,-6.82191425451011
"ANO6",-0.14939,-0.024937,-0.688160494616939,0.501837700121287,0.675019710134551,-6.82196690354449
"SP110",-0.1615822,-0.0432849,-0.688132229385614,0.501854998006344,0.675019710134551,-6.82198686748864
"DDX17",-0.187,-0.02272,-0.687429218212401,0.502285341898403,0.675453783105717,-6.82248316192571
"PCNXL3",0.172208,0.079464,0.686581516489077,0.502804543263394,0.676007136572636,-6.82308096818994
"TDP1",-0.152402,0.159399,-0.685750546391955,0.503313800213948,0.676546885873365,-6.82366630307705
"MTERFD3",0.1852,0.19882,0.685029501355273,0.503755933264267,0.676996196395404,-6.82417366750724
"PSG11",0.199408,-0.024044,0.68329522260208,0.504820289684149,0.678139718804208,-6.82539194263972
"TAOK1",-0.126404,0.118834,-0.683281360292986,0.504828802480609,0.678139718804208,-6.82540166878209
"MMP27",-0.1634,-0.04228,-0.683114964576033,0.504930992028691,0.678139718804208,-6.82551840170911
"KIF5A",0.2256146,-0.0202327,0.682813174268116,0.505116362886384,0.678200487505063,-6.82573005095071
"FAM71F1",0.1508,-0.036534,0.682556447055941,0.505274085419157,0.678200487505063,-6.82591002773427
"PRKCH",-0.1636,-0.25728,-0.682513575097217,0.505300426955652,0.678200487505063,-6.82594007662026
"TRAM1",-0.186804,0.204062,-0.682062340699284,0.505577724305234,0.678427581299904,-6.82625623852653
"TTC14",-0.171602,0.031761,-0.681865304712789,0.505698836649631,0.678445040361925,-6.82639423214846
"PIK3C2G",0.2588,0.87116,0.681665585056939,0.505821615748614,0.678464727599551,-6.82653406704284
"PRRG2",-0.136394,0.118363,-0.681377572301539,0.505998704119306,0.678557236549735,-6.82673565309786
"TMEM127",0.1539918,0.1578361,0.681042156543878,0.506204984161727,0.678630036631896,-6.82697031659492
"PPM1K",-0.22082,0.23993,-0.6806435776814,0.506450172785481,0.678630036631896,-6.82724902907798
"DDX51",-0.1596028,-0.0176986,-0.680639409214765,0.506452737411125,0.678630036631896,-6.82725194313309
"NEIL3",0.21984,-0.160486,0.680586134713282,0.506485514911377,0.678630036631896,-6.8272891843276
"UBQLN1",0.22389,0.247447,0.679754144135848,0.506997562311395,0.679171120825255,-6.82787042646323
"LPHN3",0.174406,-0.265323,0.678166020889755,0.507975802451883,0.680336350018783,-6.82897805976552
"C17orf75",-0.144202,0.220681,-0.677646419532014,0.508296099476667,0.680484178660591,-6.8293399258359
"ESCO2",0.22384,0.305,0.677635175161958,0.508303032116133,0.680484178660591,-6.8293477538718
"TAGLN2",-0.1621788,0.0805026,-0.675727090052084,0.509480240344937,0.681914691491752,-6.8306743436198
"STON1",0.174512,0.075102,0.675345586749686,0.509715800488761,0.682084512551697,-6.83093916046303
"SP5",0.14000572,-0.08940314,0.674988957809372,0.509936058717659,0.682233789066729,-6.83118658378744
"LYPD6",0.20326,-0.27745,0.674405857902471,0.510296306320511,0.682532755546302,-6.83159086411253
"SPDL1",0.1982,-0.048882,0.67427523517745,0.510377027052071,0.682532755546302,-6.83168138362613
"COMMD10",0.2269,0.18769,0.673156429548648,0.51106871514211,0.683312155141006,-6.83245602267207
"KSR2",0.1668,0.29352,0.67280599604378,0.511285477416261,0.683314363199897,-6.83269840698913
"AMIGO2",-0.214204,-0.481886,-0.672801722199696,0.511288121349063,0.683314363199897,-6.83270136234543
"DCAF16",-0.146,0.00876,-0.672198752223844,0.511661216201325,0.683504245192174,-6.83311813802727
"LMO2",0.2120534,0.0223333,0.672190535513117,0.51166630147068,0.683504245192174,-6.83312381502739
"RAPGEFL1",-0.26276,-0.1109,-0.671877188772776,0.511860251450126,0.683504245192174,-6.83334026039894
"GNG2",-0.19308,-0.15348,-0.67186817618971,0.511865830529512,0.683504245192174,-6.83334648446728
"TACR2",-0.1928968,-0.1222856,-0.671191427934893,0.512284859424347,0.683918267974303,-6.83381362068504
"LANCL1",0.149994,-0.105857,0.670749543066778,0.512558572030247,0.68413815356483,-6.83411839957077
"Sep-06",0.1814,0.15642,0.670338005450311,0.51281356248848,0.684189502243553,-6.83440207726199
"SLC19A2",-0.15101,0.093061,-0.670335562688894,0.512815076251382,0.684189502243553,-6.83440376059663
"PBK",0.29486,0.32091,0.669970655842973,0.51304123541183,0.684345758436695,-6.83465515717642
"KIAA1407",-0.1533864,0.0336188,-0.669582368037093,0.513281948332148,0.684521357359235,-6.83492252014005
"CP",-0.160402,-0.048841,-0.669217744144737,0.513508050199,0.684677400265334,-6.83517345598377
"RAI1",-0.1682,-0.3382,-0.668104203356539,0.514198906234189,0.685393335648032,-6.8359390030378
"FAM45A",-0.184983,0.0857595,-0.668000263735818,0.514263418987664,0.685393335648032,-6.83601039911419
"TRAPPC6A",0.153806,0.055937,0.667442717832452,0.514609553135533,0.685709035133461,-6.83639319853323
"ADCY4",0.1909958,-0.2013639,0.666779783149287,0.515021288128124,0.686088301308101,-6.8368479638371
"FBL",-0.137206,-0.107063,-0.666595742374044,0.515135625485984,0.686088301308101,-6.83697413811535
"IGDCC4",-0.2150872,-0.2832664,-0.666456498167279,0.515222142139114,0.686088301308101,-6.83706957905233
"C9orf41",0.201538,0.170829,0.665110526617505,0.516058863787378,0.687056730829356,-6.83799116801905
"RPL6",-0.17599,-0.267385,-0.663292984336422,0.517189968786323,0.68841659471961,-6.83923285571026
"PDIA3P",0.162596,0.223962,0.663074844893406,0.517325817841441,0.688435134927307,-6.83938166644239
"LOC100507258",0.231428,0.065686,0.662918358605119,0.517423284170189,0.688435134927307,-6.83948839009683
"GTF2A1",-0.195638,0.192761,-0.662277753696387,0.517822389435158,0.688820117866692,-6.83992503506184
"FLJ39639",0.135812,-0.08446,0.661871217698202,0.518075757733986,0.689011115816591,-6.84020192904383
"CXCL1",-0.184386,0.207619,-0.661635701800091,0.518222572296139,0.68906035248529,-6.84036226692093
"CKMT1B",-0.146414,-0.100979,-0.661209957014168,0.518488030831854,0.689143813759992,-6.84065197497794
"NDUFAF4",-0.1416,0.18966,-0.661182820394358,0.518504953565118,0.689143813759992,-6.84067043476775
"BMPR2",0.192614,-0.163901,0.660616278350479,0.518858328078361,0.689467471314798,-6.84105566399495
"GCN1L1",0.141996,0.131372,0.660074185877217,0.519196580791172,0.689770901999448,-6.84142397676144
"SNRPB2",0.186176,0.118948,0.65963754770871,0.519469123782656,0.689986925049724,-6.84172043355506
"PAGE1",-0.13521114,-0.26285443,-0.658642890790032,0.520090277496828,0.690665802278902,-6.84239506790486
"CNIH",0.165998,0.236877,0.658074970755178,0.520445127389262,0.690940875200544,-6.84277983363288
"MALSU1",-0.141592,-0.148584,-0.657959008828709,0.520517600055477,0.690940875200544,-6.84285835931693
"MEST",0.1492,-0.06108,0.657605656381826,0.520738469900204,0.691081115929425,-6.84309755770221
"CEACAM6",0.20176,-0.2574,0.657437689306528,0.520843479660003,0.691081115929425,-6.84321121880648
"PEX5L",0.1484,0.089466,0.655820499545576,0.521855130244463,0.692138805164709,-6.84430414773291
"FAM219B",-0.20823,-0.123627,-0.655810818600675,0.521861189617496,0.692138805164709,-6.84431068265747
"LIPE",0.1668,0.00764000000000001,0.655440087105411,0.522093263135978,0.692187189290112,-6.84456086888304
"KIAA1715",0.17366,0.22349,0.655215073000828,0.522234147816331,0.692187189290112,-6.84471265335626
"USP38",0.1636468,0.2681406,0.655001742116041,0.522367737349963,0.692187189290112,-6.84485651141541
"LOC100996673",-0.130606,-0.003685,-0.654992847228725,0.522373307821094,0.692187189290112,-6.84486250865455
"ZNF271",-0.203756,0.173786,-0.654868172302098,0.522451389707488,0.692187189290112,-6.8449465606889
