"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"KCNJ16",-1.0296,1.16672,-1.73156871559514,0.103822603829825,0.232378980611976,-5.62227233750563
"ARMC10",-0.3448,0.114754,-1.73107122610563,0.103913493870441,0.232441704192213,-5.62303168418441
"MAPKAP1",0.382406,0.334455,1.73100991122583,0.103924700758979,0.232441704192213,-5.62312526255654
"POC1B",-0.406022,0.232649,-1.73035268083171,0.104044893152281,0.232627627154869,-5.62412818493277
"SLC30A1",-0.38191,0.390505,-1.72921653914997,0.10425295436019,0.233009808249484,-5.62586132042716
"KLK4",0.80266,0.138224,1.72874437788601,0.104339528099731,0.233103611877151,-5.62658135947937
"MMP23B",-0.361408,-0.112882,-1.7285825867124,0.104369207994709,0.233103611877151,-5.62682805856584
"LPCAT4",-0.363406,-0.274637,-1.72818570556308,0.104442045416762,0.233116133866924,-5.62743315763086
"MGC39584",-0.952276,-0.304758,-1.72814726435623,0.104449102682248,0.233116133866924,-5.6274917615448
"RAB38",0.315198,-0.098741,1.72614924467981,0.104816485746323,0.233852920207581,-5.6305365627603
"STK17A",-0.342194,0.148837,-1.72576685279548,0.104886926207854,0.23392691857871,-5.63111902590038
"ZNF777",0.37568,0.46284,1.72532715173291,0.104967974761265,0.234024514956198,-5.63178867665927
"RBM47",0.434524,0.510118,1.7223458458622,0.105518954003578,0.23516937334036,-5.63632610916541
"LOC388692",-0.3484,-0.10756,-1.72165383094173,0.105647207097619,0.235370450042031,-5.63737858034523
"ARPP21",0.4475314,-0.0303257,1.72145446016759,0.105684182316514,0.235370450042031,-5.63768174683408
"EXOC1",0.4135942,0.0122429,1.71972536049566,0.106005334951239,0.236001944715849,-5.64031006059238
"NAA30",0.403406,0.246443,1.71937427848986,0.10607064684752,0.236063609792565,-5.6408435063783
"PTPRM",0.461606,0.015697,1.71814969966072,0.106298730814212,0.236419046714572,-5.6427036026072
"PUS7",0.396986,0.106541,1.71811233834124,0.106305696276055,0.236419046714572,-5.64276033932936
"MVK",-0.370804,0.280798,-1.71530508333554,0.106830208515669,0.237501377486482,-5.64702106158747
"DNAJC1",0.3596,-0.057552,1.71474104367751,0.106935866762034,0.237652089163783,-5.64787657214216
"COQ9",0.38675,0.348085,1.71406738377129,0.107062179034071,0.237743168361669,-5.64889810285088
"SCAI",-0.5094992,0.1254324,-1.71400918300947,0.107073097874826,0.237743168361669,-5.64898634524353
"SLC25A4",-0.3924,0.38094,-1.7139164699135,0.107090493460554,0.237743168361669,-5.64912691013984
"ITGB3BP",-0.406088,-0.138816,-1.71210390718337,0.107431076978764,0.238332105398003,-5.65187396271347
"CCBL1",0.3698,0.10702,1.71210044624299,0.107431728198048,0.238332105398003,-5.65187920612128
"LOC100507303",-0.3866062,-0.0716551,-1.71135111828095,0.107572804752592,0.23856075004497,-5.65301428854403
"LYPLA2",0.343994,0.092177,1.71035346313719,0.10776088484114,0.238893434568348,-5.654525019578
"NUDT16",0.46179,0.121735,1.71011635313547,0.107805627486416,0.23890823379405,-5.65488398396254
"SLC25A40",-0.358202,0.268653,-1.7093449088049,0.107951311113754,0.239146639092806,-5.65605165384991
"DAGLA",-0.4214,0.1297,-1.70887132363928,0.108040830457955,0.239260498219523,-5.65676830426615
"EIF5",0.44628,0.13298,1.70740671650018,0.108318087260649,0.239733089280116,-5.65898376930972
"NOTCH1",-0.431196,-0.162782,-1.70725387069891,0.108347057377757,0.239733089280116,-5.65921490075387
"PLAT",-0.53878,-0.55975,-1.7071390245397,0.108368829555081,0.239733089280116,-5.65938856047695
"FCGR2A",-0.439914,-0.258043,-1.70621079537452,0.108544940361796,0.23998674736538,-5.66079185427451
"COX8A",0.448738,0.327031,1.70613163589944,0.108559970645366,0.23998674736538,-5.66091150355257
"STK39",-0.408792,-0.20582,-1.70558379578057,0.108664040667535,0.240132225080791,-5.66173945967085
"FOLR2",0.338584,-0.02466,1.70503695347433,0.108768007831557,0.24027737316116,-5.66256572934757
"MAPK1IP1L",0.4502,0.2847,1.70330959644895,0.10909698720119,0.240919314452733,-5.66517456552141
"AOC3",-0.559074,-0.060817,-1.70255182203946,0.109241580507076,0.24108588264828,-5.66631847402479
"PNPLA2",-0.3932,0.16432,-1.7023592156845,0.109278358922106,0.24108588264828,-5.66660917085837
"NRK",-0.597962,0.280761,-1.70207896677648,0.109331892049297,0.24108588264828,-5.66703210521821
"IL7R",0.635584,-0.037546,1.70188747164806,0.109368484569247,0.24108588264828,-5.66732107085974
"RPUSD1",0.3522026,0.00860330000000001,1.70187397661878,0.109371063716628,0.24108588264828,-5.66734143399656
"PATL1",-0.398474,0.155343,-1.70170742603804,0.109402898945555,0.24108588264828,-5.66759273921898
"ISM2",-0.53465,-0.019535,-1.70009917095164,0.109710723465251,0.2416793613436,-5.67001855353081
"ZBTB20",0.4656088,0.1290244,1.69864342371595,0.109990007464078,0.242209574331422,-5.6722129979522
"LIFR",0.339004,0.085734,1.69840015692477,0.110036738309483,0.242227488470823,-5.67257958310083
"LINC00672",-0.367816,-0.094822,-1.69773927798045,0.110163778487286,0.242422115633313,-5.67357530003817
"CSRNP3",-0.5512,-0.01394,-1.69673727436666,0.110356636225223,0.242761391149492,-5.67508447503746
"WNT4",-0.464766,-0.319423,-1.69568054434475,0.110560345477565,0.243124291596776,-5.67667542427318
"SENP7",-0.379802,-0.00490099999999999,-1.69400201785142,0.110884592917514,0.243751910735664,-5.67920113508869
"TMEM201",-0.3974052,0.1507514,-1.69371896743696,0.110939352274153,0.24377220115319,-5.6796268797074
"RIC8B",0.40078,0.29391,1.69355281605733,0.110971507121521,0.24377220115319,-5.67987677055743
"GPR108",0.371008,-0.047516,1.6926201600616,0.111152152097445,0.24405094297179,-5.68127917255059
"PLA2G4F",0.363006,0.239677,1.6924962542818,0.111176170483803,0.24405094297179,-5.68146544595514
"ETV3",-0.372002,0.054329,-1.69110593807085,0.111445984405709,0.244518401091486,-5.68355494068795
"ABCB1",0.6424208,0.4047224,1.69099756240789,0.111467040395593,0.244518401091486,-5.68371776870419
"GOLT1A",0.3642,0.02414,1.69056332598755,0.111551441605522,0.244618045952571,-5.68437011228614
"SLC43A1",0.33221,0.136277,1.68774809724003,0.112099977499402,0.245735053715071,-5.68859661118026
"HMGN1",0.433738,0.334491,1.68666523927538,0.112311591185143,0.246112970069119,-5.69022103150625
"FREM1",0.4942396,0.4351642,1.68589281270559,0.112462751860955,0.2463581956996,-5.69137933394039
"LOC101060510",-0.48442,-0.25681,-1.68524124852356,0.112590397617886,0.24655175696087,-5.69235611537781
"TRERF1",-0.425859999999999,-0.260604,-1.6845549160949,0.112724990742487,0.246760391314911,-5.69338474159716
"PPAP2C",-0.3667296,-0.4392552,-1.68337448586926,0.112956805608935,0.247181629010348,-5.69515322026036
"ASCC3",-0.411402,-0.229375,-1.68203568398209,0.113220222494259,0.247638291978432,-5.69715794535747
"C22orf46",-0.3340092,0.0610264,-1.68146330098108,0.113333004697191,0.247638291978432,-5.69801470183548
"WIPF3",0.4772,0.00497399999999999,1.68136925755333,0.113351544312651,0.247638291978432,-5.69815544929104
"TMSB10",-0.4074,-0.26998,-1.68119094679914,0.113386703519623,0.247638291978432,-5.69842229836331
"ZNF292",-0.405804,-0.149802,-1.68114309648245,0.113396140226556,0.247638291978432,-5.69849390496991
"LOC283070",-0.372794,-0.407783,-1.68111217418502,0.113402238869664,0.247638291978432,-5.69854017855026
"GPX2",-0.476034,-0.766643,-1.68006489652077,0.113608956081826,0.248003411606796,-5.70010703191973
"TPPP",0.3492,0.000134000000000002,1.67946404514672,0.11372770283269,0.248176308406802,-5.70100567764766
"ARHGAP11B",-0.5645932,-0.2644794,-1.67876500661819,0.113865989875338,0.248391710968934,-5.70205089850177
"PKP3",-0.674794,-0.381223,-1.67754279992966,0.114108122904996,0.248638973642603,-5.70387766157695
"PCSK6",-0.69724,0.0272,-1.67744546390728,0.114127425459056,0.248638973642603,-5.70402310521775
"TSPAN7",0.403196,-0.100578,1.67737090639828,0.114142212756851,0.248638973642603,-5.70413450833892
"SAT1",0.4244028,0.2599986,1.6773047557888,0.11415533407061,0.248638973642603,-5.70423334712374
"HDHD2",0.405646,0.348863,1.67719339789385,0.114177425436262,0.248638973642603,-5.70439972626874
"LINC00842",-0.43412,-0.51512,-1.67579380008965,0.114455396225805,0.249157844853678,-5.70649021417866
"CTSO",-0.5623866,0.1512867,-1.67506960962517,0.114599456153289,0.249384946885591,-5.70757142266812
"IL8",0.374,-0.010092,1.67378497405288,0.114855389584327,0.249855259976165,-5.70948858453422
"PAX5",-0.59622,0.11455,-1.67297397048866,0.115017217913524,0.25012060278076,-5.71069839104648
"SLC25A36",0.348,0.2764,1.67193245357264,0.115225332819488,0.2504125137303,-5.71225147582154
"TMPRSS15",0.65378,-0.09695,1.67190285303609,0.115231252334784,0.2504125137303,-5.71229560576191
"GCKR",-0.520634,-0.062883,-1.66946954309868,0.115718767418608,0.251372968434364,-5.71592147653641
"GPRC5C",0.4162086,0.2909757,1.66929738593918,0.115753326764709,0.251372968434364,-5.71617787073449
"MAP2K2",-0.643606,-0.086277,-1.66894518496216,0.115824056493437,0.251381911881102,-5.71670234836318
"DNAJC27",-0.3083888,0.0916416,-1.66887799464852,0.115837554040814,0.251381911881102,-5.71680239574455
"LOC100507073",-0.4138,0.070488,-1.66828641229693,0.115956453042402,0.251552955165612,-5.71768315166651
"MYL12A",-0.4324,0.131,-1.66700323613809,0.116214714996706,0.252026106191888,-5.7195928268029
"SLC44A5",-0.5714,0.1641,-1.66639463247894,0.116337381248769,0.252185596812839,-5.72049822358345
"NRAS",0.3428066,0.2393567,1.66623970829944,0.116368624660609,0.252185596812839,-5.72072866227686
"BMPR1A",-0.316194,0.042777,-1.66587354477814,0.116442497374107,0.252258582506005,-5.72127324608137
"GNG12",0.376796,0.372962,1.66540310440469,0.116537467282084,0.252377206577763,-5.72197279721293
"LTF",0.61207,0.385505,1.66455058443791,0.116709740097419,0.25266310067313,-5.72324016052891
"DRAXIN",-0.3710076,-0.0980838,-1.66258643395324,0.117107484188291,0.253436748539901,-5.72615838816069
"ACSL5",-0.340792,-0.467304,-1.6621932119042,0.117187253075572,0.253521958049738,-5.72674233183968
"MS4A8",-0.45226,-0.64747,-1.66083391069157,0.117463362507092,0.254031724016027,-5.72876019410919
"PCBD1",0.380996,0.112478,1.65905892264746,0.117824755372333,0.254699916829259,-5.73139342896699
"RORA",0.411416,0.1721,1.65891795086172,0.117853498800537,0.254699916829259,-5.73160248080039
"SCN3A",0.51642,0.81517,1.65715343185367,0.118213788181157,0.255293560684311,-5.73421811178749
"LYPLAL1",0.390634,0.372803,1.65691913548826,0.118261699627989,0.255293560684311,-5.73456527641925
"ARHGDIB",-0.349204,-0.310724,-1.65681407348333,0.118283189287142,0.255293560684311,-5.73472093927344
"RPL36",-0.4692058,-0.1075771,-1.65677639101501,0.11829089778043,0.255293560684311,-5.73477676903427
"TEKT4P2",0.62142,0.20947,1.65634873854337,0.118378410688365,0.255394604840213,-5.73541031103888
"PER3",-0.651586,0.226261,-1.65575934392137,0.118499113450793,0.255567160143359,-5.73628327994054
"RNFT2",-0.311784,-0.019114,-1.65538960573276,0.118574886785575,0.255592784230794,-5.73683080030162
"ISCU",0.408268,0.140422,1.65530395681748,0.118592445455716,0.255592784230794,-5.73695761998992
"IGDCC3",-0.484018,-0.138603,-1.65426027030638,0.118806589497799,0.255966411152827,-5.7385026352854
"MYO10",-0.478901,0.4770895,-1.65302609680788,0.119060248567074,0.256305222704294,-5.74032877000065
"MRPS35",0.403196,0.276558,1.65293033187824,0.119079950620398,0.256305222704294,-5.74047042850129
"UNC5B",0.54084,-0.16378,1.65289915466455,0.119086365424748,0.256305222704294,-5.74051654559651
"SH3D19",0.345994,0.162983,1.65247513575624,0.119173638199298,0.256405126273155,-5.74114369153872
"CASP3",-0.2974016,0.0841192,-1.65145376096719,0.119384087162977,0.256763029902615,-5.74265390198959
"ITGAM",-0.4996,-0.141,-1.65127084083787,0.119421810752985,0.256763029902615,-5.74292430067368
"CD163L1",-0.3266038,0.0014419,-1.65094892920778,0.119488223522991,0.256817839325442,-5.74340011105734
"PSMB9",-0.4633786,0.2772173,-1.65042361127288,0.119596668979515,0.256959180946393,-5.74417643421593
"ZNF189",0.380406,0.140357,1.65023381464064,0.119635871052479,0.256959180946393,-5.74445687673061
"C1orf56",-0.332604,-0.111584,-1.64945516853328,0.11979681475487,0.257216835238305,-5.74560716700468
"TPTEP1",0.340199,0.0935105,1.64783242904052,0.120132830315001,0.25785008312481,-5.7480032269583
"COA4",0.479858,0.132431,1.64665516652572,0.120377110894781,0.258286067683982,-5.74974049622387
"PGBD5",-0.4102114,0.0791057,-1.64510873324466,0.120698644776806,0.258887455440614,-5.75202124015672
"ARHGAP10",0.387202,-0.156815,1.64469526669232,0.120784737950273,0.258983606209742,-5.7526307864782
"C6orf99",0.393586,0.086693,1.64331946366876,0.121071592775401,0.259510012383339,-5.75465827771394
"PMEPA1",0.522294,-0.289347,1.64259796673628,0.121222259383206,0.259722580826313,-5.75572106233515
"CTPS1",-0.37021,-0.071795,-1.64244831228021,0.121253531201577,0.259722580826313,-5.755941466923
"GPT",0.5172,0.09244,1.64211814616258,0.12132254735071,0.259781749291387,-5.75642767202609
"TRAK1",0.379746,0.142469,1.64120245999815,0.121514134595129,0.260103243082889,-5.75777576375753
"MAP3K2",0.3352,0.111708,1.63789584430003,0.122208142708406,0.261471930369925,-5.76263948662987
"CGB7",-0.489538,-0.178481,-1.63758188449286,0.122274215141037,0.261471930369925,-5.76310093817924
"PEX26",0.3988,0.31808,1.6375613399925,0.122278539776247,0.261471930369925,-5.76313113191373
"CNKSR2",-0.610394,-0.056983,-1.6357736147158,0.122655362082648,0.26209583483397,-5.76575749871134
"SLC22A14",0.375574,0.028827,1.63566008522279,0.122679325896896,0.26209583483397,-5.76592421880177
"NAPEPLD",-0.414798,0.227021,-1.63545517888575,0.122722587741527,0.26209583483397,-5.76622510705833
"AARS",-0.3842,-0.1142,-1.63538523512247,0.122737357963199,0.26209583483397,-5.76632780777446
"OMD",-0.395402,-0.120279,-1.63514729085911,0.122787616778858,0.262113973776909,-5.76667716625418
"C21orf119",-0.441488,-0.016116,-1.63360806018727,0.123113162548619,0.262719553945982,-5.76893626688835
"XPO4",0.3556,0.01654,1.63197334797472,0.123459715326065,0.263369535481435,-5.77133388266267
"NOSTRIN",0.394608,-0.111224,1.631167060419,0.123630953957227,0.263645214758939,-5.77251584086302
"SNTB1",0.33219,0.331505,1.63064527778494,0.12374187850159,0.263792129577439,-5.77328051892455
"GBAS",-0.390604,0.248918,-1.63017010674394,0.123842968431462,0.263792813941876,-5.77397673888302
"ASMT",-0.476286,0.012363,-1.630142773231,0.123848785639443,0.263792813941876,-5.77401678360761
"N4BP2",-0.344802,0.055741,-1.62991257181378,0.123897787181948,0.263792813941876,-5.77435401961722
"GDI2",0.330196,0.163908,1.6298536718989,0.123910327517631,0.263792813941876,-5.77444030033926
"ERI1",-0.376404,-0.08474,-1.62928834577505,0.124030746174246,0.263959634787917,-5.77526831910271
"TRNP1",-0.373602,-0.273299,-1.62854528182745,0.124189177295991,0.264207212443947,-5.77635636126767
"CEP55",-0.521998,0.110739,-1.6282789603088,0.124246002913393,0.264238534152645,-5.77674624214765
"LOC652993",-0.391796,0.00425800000000001,-1.62805118150153,0.12429462231421,0.26425238809078,-5.77707966320979
"LIMD1-AS1",-0.4088,0.11588,-1.62746643438085,0.124419511492097,0.264428328521639,-5.77793546304079
"PDE7B",-0.339396,-0.171582,-1.62618260877975,0.124694086811672,0.264922169543012,-5.77981363833522
"PGM2",-0.349012,-0.107734,-1.62576315391075,0.12478390953289,0.265023288063763,-5.78042705641757
"CDK6",-0.707962,0.313441,-1.62541770922775,0.124857925327051,0.265090777859463,-5.78093215773642
"SLC27A4",0.4458,0.2191,1.62404839323389,0.125151689309965,0.265545948430562,-5.78293360253172
"RBMS2",-0.405398,0.018931,-1.62397720772539,0.125166977194064,0.265545948430562,-5.78303761777137
"KCNK1",-0.3892,0.29242,-1.6237495756478,0.125215874491931,0.265545948430562,-5.78337020909682
"SERBP1",0.4365,0.25943,1.62351871682265,0.125265481674403,0.265545948430562,-5.7837074817113
"COL4A5",-0.451998,-0.102079,-1.62343317330075,0.125283867639084,0.265545948430562,-5.78383244779016
"SAMHD1",0.3768,-0.05408,1.62245861334351,0.125493494512862,0.265769967299384,-5.78525580669967
"BACH2",0.9082,-0.23658,1.62234621390781,0.125517690875348,0.265769967299384,-5.78541992925718
"ASPH",0.392806,-0.288917,1.62226025511556,0.125536198030982,0.265769967299384,-5.78554543854945
"IGJ",1.11634,-0.04009,1.62215460835881,0.125558947266201,0.265769967299384,-5.78569968806403
"CSF1R",-0.431,-0.01492,-1.62177904544515,0.125639847015377,0.265851544122895,-5.78624797168804
"SRSF11",0.437202,-0.010079,1.62149184821179,0.1257017421597,0.265892866125473,-5.78666719048413
"ARL13B",-0.451998,0.034919,-1.62072574014987,0.125866977525275,0.266048948135653,-5.78778521625981
"NDP",-0.308004,0.10355,-1.62049685559288,0.125916379848633,0.266048948135653,-5.78811916897826
"PPA1",0.352006,0.153535,1.62034778162164,0.125948564844042,0.266048948135653,-5.78833665675848
"CD40",-0.35221,-0.195919,-1.62019794628933,0.125980921330305,0.266048948135653,-5.78855524119317
"C7orf63",0.4794062,0.2029391,1.62016754221786,0.125987487867935,0.266048948135653,-5.78859959386947
"LOC654433",-0.484918,0.513921,-1.61958013090519,0.12611441204141,0.266227396559668,-5.78945637996531
"ST8SIA4",0.750436,-0.450578,1.6192801615037,0.126179269866098,0.266274747034173,-5.78989382526028
"VCPIP1",0.390402,0.174001,1.61761830957484,0.126539105483219,0.266944344878213,-5.79231627502142
"PDIA4",0.328008,0.042124,1.61585428211737,0.126922027442822,0.267653252110094,-5.79488575622235
"NPFF",0.3686,-0.028166,1.61567756945138,0.126960441607991,0.267653252110094,-5.79514304741974
"RNF208",-0.5329,0.133624,-1.61435500394429,0.12724826022222,0.268169939944478,-5.79706805759883
"C11orf82",-0.509314,-0.444863,-1.61389468648696,0.127348566290557,0.268208073928833,-5.79773779568088
"NGFR",0.451798,-0.171661,1.61387973223231,0.127351826052888,0.268208073928833,-5.79775955109879
"SOX15",-0.397846,-0.350069,-1.61363466472027,0.127405256614356,0.268230590577558,-5.79811605462951
"NCF4",-0.3782,-0.22342,-1.61294856749479,0.127554944361491,0.26845567767026,-5.7991139287461
"MCM4",-0.381302,0.115497,-1.61270467655742,0.127608191023498,0.268477709307233,-5.79946857700357
"ENTPD3",-0.400292,-0.309166,-1.61207947222799,0.127744773634856,0.268485093821984,-5.80037753105793
"COL6A2",-0.471836,-0.476022,-1.61206603647842,0.127747710193112,0.268485093821984,-5.80039706192036
"SHC2",-0.340002,-0.145845,-1.61191055720966,0.127781696421832,0.268485093821984,-5.80062306586602
"KIAA1429",-0.401008,-0.104436,-1.61183552731538,0.127798099984715,0.268485093821984,-5.80073212349359
"CD97",-0.449358,-0.357201,-1.61170976459021,0.127825599161901,0.268485093821984,-5.80091491442299
"PRSS2",0.3957896,0.1003452,1.61132612761233,0.12790951623698,0.268571470024519,-5.80147245300471
"PEG3",-0.4551028,0.1305254,-1.6106655826594,0.128054114978172,0.268751240846751,-5.80243220257305
"PTGER3",-0.69636,0.96346,-1.6105438534319,0.128080777784039,0.268751240846751,-5.80260904084937
"KLHL7",0.348994,0.136557,1.61016044275233,0.128164788729007,0.268763922030745,-5.8031659671398
"PSPH",0.383196,0.210698,1.61012539980935,0.128172469508926,0.268763922030745,-5.80321686439984
"DHX35",0.3208112,0.2274864,1.60975188346501,0.128254362039953,0.268818350212632,-5.80375932061284
